,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,Y
ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
500108992,14000,1,4,2,29,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500108842,10000,2,4,2,37,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500108663,2000,2,4,1,30,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500108552,14000,1,4,2,28,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500108537,4000,1,4,2,24,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500108452,3000,2,4,2,26,-1,NULL,NULL,NULL,NULL,NULL,48.33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500109432,5000,1,4,2,36,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500109264,35000,1,4,2,42,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500110316,21000,1,4,2,37,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500110236,5000,2,4,2,22,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500110066,35000,2,4,2,32,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500109756,13500,1,4,2,27,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500109745,7000,1,4,2,24,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500109783,10000,1,4,2,24,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500111222,12000,2,4,2,21,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500111212,7000,1,4,2,43,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500111116,21000,1,4,2,28,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500110747,9000,1,4,2,52,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500112394,35000,2,4,2,46,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500112042,10500,2,4,2,21,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500111807,7000,1,4,2,52,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500111797,21000,1,4,2,44,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500111787,7000,1,4,2,32,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500111772,21000,1,4,2,31,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500111752,18000,1,4,2,24,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500111747,10500,1,4,2,37,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500112564,17000,1,4,1,33,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500112557,13000,1,4,2,28,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500112542,5500,2,4,2,23,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500112533,7000,1,4,2,35,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500112527,12000,1,4,2,34,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500112511,5000,2,4,2,52,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500112503,14000,1,4,2,31,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500112497,35000,2,4,2,34,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500112482,18600,1,4,1,58,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500112472,35000,1,4,2,62,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500112464,3000,1,4,2,28,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500112452,21000,1,4,2,49,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500112431,17500,2,4,1,40,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500112422,15000,1,4,2,30,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500112412,10000,1,4,2,55,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500110732,10000,2,4,2,23,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500112652,21000,2,4,2,38,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500112643,14000,1,4,2,42,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500112633,7000,1,4,2,27,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500112623,14000,2,4,2,30,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500112613,10500,1,4,2,21,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500112603,7000,2,4,2,22,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500112591,4000,2,4,3,39,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500112582,14000,1,4,2,20,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500112573,10000,1,4,2,27,-1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
500000437,2715,1,4,2,28,-1,-1,-1,-1,-1,-1,164.89,0,0,0,0,0,NULL,162.13,155.28,140.09,142.11,145.33,0
500000427,3240,2,4,2,26,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,188.64,177.77,183.77,178.82,183.74,182.45,0
500000444,28000,1,4,1,46,1,-1,-1,1,-1,1,1955.38,1955.38,0,329.51,197.68,368.57,NULL,NULL,460.12,NULL,1000,NULL,0
500000791,5500,2,4,2,38,-1,-1,-1,-1,1,-1,0,0,0,0,382.57,268.62,NULL,248.65,255.1,646.78,NULL,270.44,0
500000777,14000,2,4,2,45,-1,-1,-1,-1,-1,-1,311.85,308.7,316.34,327.57,332.79,352.54,309,320,330,332.79,500,874,0
500000878,4130.83,1,4,2,28,-1,-1,-1,-1,-1,-1,142.02,238.06,238.04,240.2,238.31,238.39,4233.84,238.04,240.5,240,239,218,0
500000888,4000,1,4,2,39,1,-1,1,-1,1,-1,285.39,188.01,311.63,204.85,317.53,209.32,NULL,311.63,NULL,318,NULL,338,0
500000868,4900,1,4,1,44,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,284.54,191.59,4370,4878.64,274.73,280.8,0
500001106,7000,1,4,2,26,-1,-1,-1,-1,-1,-1,229.81,226.41,231.86,239.96,243.29,249.29,227,232,239.96,244,250,250,0
500001088,10000,2,4,2,32,-1,-1,-1,-1,-1,-1,0,0,324.82,400.41,309.43,307.29,785.35,807.9,3000,500,500,500,0
500001177,3300,2,4,2,36,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,196.16,205.32,204.99,203.85,191.51,192.85,0
500001168,7000,2,4,2,31,-1,-1,-1,1,-1,-1,194.28,0,193.73,309.01,197.53,201.59,NULL,390,310,NULL,210,321,0
500001365,2979.67,2,4,2,48,-1,-1,-1,-1,-1,-1,0,0,170.52,0,0,0,172.95,332.2,NULL,161.98,149.15,152.6,0
500001505,5000,1,4,2,30,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,278.66,273.32,264.08,240.68,244.62,250.97,0
500001584,9000,1,4,2,29,-1,-1,-1,-1,-1,-1,183.79,180.11,194.72,200.11,202.29,206.25,180.11,194.72,200.11,202.29,206.25,NULL,0
500001702,2286,1,4,2,46,-1,-1,-1,5,3,2,0,0,662.44,540.5,426.44,323.98,136,137,665,NULL,NULL,NULL,0
500001667,11000,2,4,2,35,-1,-1,1,-1,-1,-1,142.82,139.05,235.59,146.21,147.92,0,140,300,NULL,150,NULL,3050.82,0
500001688,8000,1,4,2,32,-1,-1,2,1,-1,-1,190.6,0,197.01,92.93,187.1,191.52,NULL,210,93,200,195,200,0
500001747,2800,1,4,2,45,-1,-1,-1,-1,-1,-1,115.53,116.34,118.83,122.31,124.01,0,120,120,123,125,NULL,130,0
500001777,4411.54,1,4,2,29,-1,-1,-1,-1,-1,-1,0,224.12,240.46,225,224.25,230.18,471,250,466,250,231,250,0
500001885,7000,1,4,2,28,-1,-1,-1,-1,-1,-1,182.84,0,179.22,0,183.35,0,NULL,280,NULL,290,NULL,290,0
500001942,7000,1,4,2,37,-1,-1,1,-1,1,-1,0,193.77,321.81,210.15,326.51,212.95,310,325,211,327,NULL,NULL,0
500001975,14000,2,4,2,39,-1,-1,-1,1,-1,-1,288.11,0,295.94,471.33,302.71,309.64,NULL,450,472,NULL,310,310.43,0
500002057,2606.61,2,4,2,26,-1,-1,-1,-1,-1,-1,146.18,147.45,126.84,82.44,83.32,0,147.45,126.84,82.44,83.32,NULL,84.74,0
500002102,1899.75,1,4,2,29,-1,-1,-1,-1,-1,-1,120.79,121.18,117.02,122.21,116.61,110.04,130,130,150,117,120,120,0
500002141,2000,1,4,2,43,-1,-1,-1,-1,-1,-1,142.56,136.24,135.05,137.02,135.57,136.37,137,136,138,136,137,130,0
500002217,4900,2,4,2,35,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,227.89,229.49,235.37,243.68,246.94,251.81,0
500002305,7000,1,4,2,31,-1,-1,-1,-1,-1,-1,198.7,195.34,199.83,206.53,209.27,214.16,200,200,207,210,214.16,214.73,0
500002363,10500,1,4,1,62,-1,-1,-1,-1,-1,-1,188.7,185.81,190.39,196.67,199.2,205.97,200,200,200,200,250,250,0
500002597,8000,1,4,1,67,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,254.5,251.17,237.34,214.32,217.14,222.27,0
500002562,3000,1,4,2,30,-1,-1,-1,-1,-1,-1,210.71,189.12,205.12,203.68,196.03,186.55,190,270,204,197,187,172,0
500002747,4200,2,4,2,29,-1,-1,1,-1,-1,-1,194.58,0,309.55,214.53,218.06,0,NULL,510,250,220,NULL,323,0
500002777,2000,1,4,2,30,-1,-1,-1,1,-1,-1,115.42,116.23,118.73,187.18,121.31,124.25,120,120,188,NULL,125,129.88,0
500002657,4005.09,2,4,2,30,-1,-1,-1,-1,-1,-1,226.15,211.86,222.22,224.02,216.23,0,212,224,225,217,NULL,437.23,0
500002942,9000,1,4,2,22,-1,-1,-1,-1,-1,-1,166.24,203.59,217.67,228.88,280.97,68.82,1000,400,500,3500,300,5500,0
500002917,2271.48,2,4,2,27,-1,-1,-1,-1,-1,-1,0,0,141.6,0,0,0,143.7,282.59,NULL,142.24,140.53,141.22,0
500002992,4000,1,4,2,49,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,195.11,196.42,201.3,208.2,196.52,170.48,0
500003027,7000,1,4,2,27,-1,-1,-1,-1,-1,-1,280.91,277.77,284.83,295.51,299.8,307.53,280,285,300,300,308,310,0
500003113,10000,1,4,1,77,-1,-1,-1,-1,-1,1,233.12,229.72,235.49,244.08,247.57,373.87,230,236,245,248,374,NULL,0
500003402,7000,1,4,2,27,-1,-1,-1,-1,-1,-1,140.79,137.04,139.73,144.03,148.32,153.73,138,140,150,200,200,200,0
500003377,2500,2,4,2,31,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,112.38,112.91,114.91,117.74,119.1,121.3,0
500003397,5000,2,4,2,22,-1,-1,-1,1,-1,-1,266.6,0,278.48,442.34,285.69,275.79,NULL,500,443,NULL,500,500,0
500003467,10000,1,4,2,37,-1,-1,-1,-1,-1,-1,220.56,217.23,222.33,0,227.57,232.97,220,223,NULL,351,233,234,0
500003573,7000,2,4,3,73,-1,-1,-1,-1,-1,-1,186.94,183.36,187.5,193.64,196.17,200.69,184,188,194,197,201,202,0
500003637,12000,1,4,1,37,-1,1,-1,-1,-1,-1,208.74,334.07,216.97,0,239.1,0,555,NULL,250,490,NULL,250,0
500003678,10000,1,4,2,53,-1,-1,-1,-1,-1,-1,301.26,307.97,335.02,351.75,356.57,354.32,500,500,450,357,355,356,0
500003883,5000,2,4,2,50,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1242.49,207.81,208.18,174.49,126.74,117.76,0
500003937,10500,2,4,2,37,-1,-1,-1,-1,-1,-1,162.29,158.57,172.51,176.83,178.62,170.81,160,173,177,179,171,172,0
500003997,5000,1,4,2,33,-1,-1,1,-1,-1,1,267.64,262.5,396.83,263.76,261.84,396.6,265,397,NULL,300,397,NULL,0
500004157,7000,2,4,2,24,-1,-1,1,-1,1,-1,180.12,177.66,308.12,196.12,334.28,213.7,200,310,200,685,NULL,215,0
500004382,7000,2,4,2,28,-1,-1,-1,-1,-1,-1,400.24,0,322.72,204.2,206.85,211.71,NULL,533,205,207,212,212.27,0
500004327,7000,1,4,2,28,-1,-1,-1,-1,-1,-1,297.98,295.09,302.78,314.09,318.74,327.19,300,305,315,320,330,330,0
500004457,14000,2,4,2,38,-1,-1,-1,-1,-1,-1,298.48,300.43,312.48,327.69,335.7,347.06,400,400,400,400,400,400,0
500004337,14000,1,4,2,52,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,283.75,280.52,287.43,297.74,301.92,309.5,0
500004433,14000,2,4,1,37,-1,-1,-1,-1,-1,-1,258.16,254.82,260.94,276.92,291.07,308.2,255,261,400,500,500,309.07,0
500004537,17500,1,4,2,32,-1,-1,-1,-1,-1,-1,245.2,241.79,247.44,255.84,259.28,265.47,242,248,256,260,266,267,0
500004717,10000,2,4,2,52,-1,-1,-1,-1,-1,-1,217.93,0,219.48,226.92,0,235.43,NULL,435,227,NULL,466,NULL,0
500004977,14000,1,4,2,58,-1,-1,-1,-1,-1,-1,295.98,293.1,311.52,323.3,327.58,335.3,300,320,350,328,336,337,0
500005406,7000,1,4,2,26,-1,-1,-1,-1,-1,-1,294.39,291.35,309.48,320.11,324.47,332.35,295,310,321,325,335,334,0
500005433,7000,1,4,2,43,-1,-1,-1,-1,-1,-1,262.08,258.77,265.25,275.58,284.05,296.05,259,266,276,370,400,200,0
500005446,14000,1,4,2,43,-1,-1,-1,-1,-1,-1,264.39,261.11,267.46,241.91,283.31,258.35,262,268,242,2084,259,2705,0
500005621,5000,2,4,1,49,-1,-1,-1,-1,-1,-1,135.58,131.77,134.37,138.25,139.81,142.65,132,135,139,140,143,143,0
500005663,3500,2,4,2,37,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,NULL,185,200,200,200,201,0
500005688,3528.9,2,4,2,29,-1,-1,-1,-1,-1,-1,212.77,0,221.06,0,0,219.95,NULL,400,NULL,300,500,NULL,0
500005925,7000,1,4,2,25,-1,-1,-1,-1,-1,-1,169.14,165.67,169.27,174.57,176.89,181.03,170,170,174.57,180,185,185,0
500005895,7000,1,4,2,30,-1,-1,1,-1,-1,-1,279.28,0,417.45,279.31,283.3,290.51,NULL,280,280,284,290.51,292,0
500006167,7000,1,4,2,24,-1,-1,-1,-1,-1,-1,160.11,156.55,159.84,164.73,166.87,170.94,160,160,165,170,180,180,0
500006258,10000,1,4,2,35,-1,-1,-1,-1,-1,-1,215.52,213.89,219.15,226.74,230.01,235.69,250,225,230,235,240,240,0
500006194,5000,2,4,2,35,-1,1,-1,-1,-1,-1,302.47,473.99,310.27,0,0,299.55,473.99,NULL,NULL,320.74,459.13,388,0
500006332,3000,1,4,2,40,-1,-1,-1,-1,-1,-1,0,178.2,177.11,0,0,0,1000,200,200,200,200,400,0
500006457,14000,2,4,2,36,-1,-1,-1,-1,-1,-1,206.34,217.4,272.45,326.84,353.08,402.21,500,1200,1200,763,1200,1200,0
500006653,7000,1,4,1,73,-1,-1,-1,-1,-1,-1,161.46,157.76,161.12,166.11,168.15,171.79,158,162,167,169,172,173,0
500006782,4000,2,4,1,39,-1,-1,-1,-1,-1,-1,249.06,245.97,232.32,241.05,245.37,234.04,250,250,250,250,250,227,0
500006875,23000,2,4,2,40,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,318.2,315.08,322.8,334.31,338.98,347.45,0
500006808,7000,2,4,3,57,-1,-1,-1,-1,-1,-1,305.61,302.44,320.89,321.19,325.91,337.2,302.44,320.89,325,326,400,500,0
500007004,7000,1,4,1,47,-1,-1,-1,-1,-1,-1,178.73,175.04,189.55,183.78,185.91,189.75,175.04,189.55,183.78,185.91,189.75,190.18,0
500007237,2720,1,4,2,30,-1,-1,-1,-1,-1,-1,156.9,132.15,43.04,0,0,38.41,133,43.04,1000,94.06,77.36,40,0
500007312,14000,1,4,2,27,-1,-1,-1,-1,-1,-1,254.39,287.75,294.88,305.54,309.86,317.8,1000,295,306,310,320,319,0
500007397,4000,1,4,2,31,-1,-1,-1,-1,-1,-1,237.11,202.7,234.24,247.76,222.43,0,280,NULL,3400,250,NULL,2220,0
500007512,7000,2,4,2,27,-1,-1,-1,-1,-1,-1,260.95,249.27,248.17,241.21,237.94,248.55,300,300,300,238,400,400,0
500007552,14000,1,4,2,47,-1,-1,-1,-1,-1,-1,299.33,296.2,303.62,314.65,319.17,327.27,297,304,315,319.17,328,328.5,0
500007537,14000,1,4,2,51,-1,-1,-1,-1,-1,-1,239.45,236.31,261.13,270.49,276.93,317.41,237,640,275,276.93,1000,1000,0
500007741,14000,2,4,2,28,-1,-1,-1,-1,-1,-1,232.18,234.68,241.63,249.89,254.92,278.74,350,270,250,255,580,1050,0
500007722,3000,1,4,2,33,-1,-1,1,-1,-1,-1,126.17,0,207.78,138.2,150.71,154.21,NULL,335.06,138.2,400,154.21,156,0
500007716,7000,2,4,2,50,-1,6,5,3,2,1,0,993.67,856.05,712.07,565.1,421.33,1142,NULL,NULL,NULL,NULL,NULL,0
500007737,7000,1,4,2,22,-1,-1,-1,-1,-1,-1,291.81,288.68,296.06,307.09,311.57,319.64,289,297,308,312,320,321,0
500007862,5000,1,4,2,36,-1,-1,-1,-1,-1,-1,0,0,288.41,284.13,273.05,280.97,287,283.55,585,275,300,300,0
500007875,7000,1,4,1,75,1,-1,-1,1,-1,-1,427.9,281.34,288.69,441.79,296.42,304.26,NULL,289,445,NULL,305,306,0
500008022,7300,1,4,2,50,-1,1,-1,-1,1,-1,0,356.3,229.39,236.86,374.12,243.11,492,NULL,237,375,NULL,800,0
500006778,10000,1,4,2,36,-1,-1,-1,-1,-1,-1,265.82,262.65,269.17,278.87,283.14,290.72,265,270,280,290,300,300,0
500008123,10000,1,4,2,45,-1,-1,-1,-1,-1,-1,230.9,227.48,232.88,240.9,244.2,250.15,228,233,241,245,251,251,0
500008236,10000,1,4,2,37,-1,3,2,1,-1,1,0,550.68,437.1,323.6,208.16,324.02,673,NULL,NULL,NULL,325,NULL,0
500008427,8000,2,4,2,35,-1,1,-1,5,3,2,0,372.11,243.32,787.8,653.65,522.27,512,NULL,790,NULL,NULL,NULL,0
500008557,4000,1,4,2,34,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,230,220,211,230,210,180,0
500008542,8000,2,4,2,33,-1,1,-1,-1,-1,-1,223.74,327.01,225.43,233.19,0,0,330,NULL,233.19,NULL,236.92,465,0
500008532,7000,1,4,1,63,-1,-1,-1,-1,-1,-1,275.09,271.84,278.7,288.9,293.09,300.6,271.84,279,289,294,301,302,0
500008488,7000,1,4,2,26,-1,1,-1,1,-1,2,216.45,76.69,213.05,341.34,222.37,503.41,77,250,400,NULL,504,400,0
500008568,3560,1,4,2,33,1,-1,1,-1,1,-1,247.64,160.11,273.05,175.8,276.55,178.14,NULL,273.05,NULL,278,NULL,NULL,0
500008697,5000,2,4,2,27,-1,-1,-1,-1,-1,-1,301.54,291.91,310.01,0,0,0,300,315,315,314,310,310,0
500008787,21000,1,4,1,56,-1,-1,-1,-1,-1,-1,305.75,335.88,376.41,420.27,426.98,465.73,1000,1000,1000,430,1000,1000,0
500008807,5000,1,4,2,50,-1,-1,-1,-1,-1,-1,261.45,207,211.9,219.23,222.33,227.7,208,212,220,225,227.7,230,0
500008962,10000,1,4,1,79,-1,-1,-1,-1,-1,-1,235.67,232.28,237.77,245.93,249.28,255.33,233,238,246,250,256,256,0
500008992,5300,1,4,2,25,-1,-1,-1,-1,-1,-1,196.57,193.05,197.53,204.2,206.9,211.8,194,198,205,207,212,213,0
500009217,8000,2,4,2,43,-1,-1,-1,-1,-1,1,191.53,187.94,193.83,209.46,212.3,328.82,188,194,420,215,330,NULL,0
500009247,5000,1,4,2,29,-1,-1,-1,-1,-1,-1,283.07,272.5,268.03,277.93,276.92,276.28,273,269,280,277,277,278,0
500009397,7000,2,4,2,35,1,-1,-1,-1,1,-1,272.81,164.49,158.65,0,256.56,162.55,200,200,NULL,360,NULL,180,0
500009371,6800,2,4,2,29,-1,-1,-1,-1,-1,-1,226.78,226.85,235.94,247.07,252.69,260.78,300,300,300,300,300,262,0
500009782,5200,2,4,2,32,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,251.53,253.32,259.94,269.28,278.02,259.93,0
500010017,7000,1,4,2,51,-1,-1,-1,-1,-1,-1,243.06,240.19,246.24,255.13,258.69,265.16,250,250,258,258.69,266,NULL,0
500010084,10500,1,4,2,32,-1,-1,-1,-1,-1,-1,243.84,240.45,246.23,254.83,258.31,264.63,240.5,246.23,254.83,258.31,264.63,265.36,0
500010193,4000,2,4,2,25,-1,-1,-1,-1,-1,-1,152.19,153.64,158.86,163.97,166.75,171.93,160,200,164,170,200,200,0
500010227,2240,2,4,2,24,-1,-1,-1,-1,-1,-1,0,0,0,0,118.42,0,129.58,130.37,133.26,251.59,NULL,120.94,0
500010342,3015.35,1,4,2,36,-1,-1,-1,-1,-1,-1,134.49,69.19,75.41,133.9,81.53,83.39,100,200,140,100,95,150,0
500010357,4300,2,4,2,29,-1,-1,-1,-1,-1,-1,210.72,215.63,190.52,0,235.12,237.17,500,191,NULL,1736,238,223,0
500010443,7000,2,4,2,29,-1,2,1,-1,-1,-1,0,180.22,319.18,208.2,210.92,219.64,300,250,NULL,211,250,300,0
500010674,7000,1,4,2,31,-1,-1,-1,-1,-1,-1,178.67,175.02,178.87,184.59,186.92,191.14,175.02,178.87,184.59,186.92,191.14,191.62,0
500010744,3000,1,4,1,69,1,-1,-1,-1,-1,-1,338.37,203.76,201.05,194.7,192.89,204.33,NULL,201.05,194.7,192.9,204.33,198.51,0
500010834,3500,1,4,2,27,-1,-1,1,-1,-1,-1,155.16,0,269.14,163.63,0,166.63,NULL,363.72,NULL,NULL,300,166.95,0
500010863,14000,1,4,2,31,-1,-1,-1,-1,-1,-1,308.1,305.01,312.73,324.19,328.86,337.33,306,313,325,330,338,340,0
500011128,6680,2,4,2,26,-1,-1,-1,-1,-1,-1,237.67,0,255.83,0,0,0,NULL,495.08,NULL,263.56,267.48,273.81,0
500011406,7000,2,4,2,74,-1,-1,-1,-1,-1,-1,0,265.95,264.93,261.16,243.3,202.93,535.15,500,600,600,500,500,0
500011537,5000,1,4,2,65,-1,-1,-1,-1,-1,-1,283.23,290.82,305.71,293.88,303.17,0,500,306,295,305,NULL,406,0
500011448,4000,2,4,2,59,-1,-1,-1,-1,-1,-1,264.1,237.92,244.77,253.42,233.37,182.75,260,270,260,260,300,300,0
500011522,14000,2,4,2,43,-1,1,-1,-1,-1,2,0,492.99,325.25,336.76,341.45,708.63,672,NULL,337,342,709,NULL,0
500011686,10000,2,4,2,28,-1,-1,1,-1,-1,1,0,265.27,431.64,288.29,292.39,442.27,410,432,290,293,443,NULL,0
500011825,21000,2,4,2,37,-1,-1,-1,-1,-1,-1,844.1,843.5,867.64,903.56,918.15,944.58,13850,868,903.56,918.15,944.58,948,0
500011922,7000,2,4,2,41,-1,-1,-1,-1,-1,-1,244.56,241.22,247.17,255.95,259.54,266,242,248,256,260,266,270,0
500012152,35000,2,4,2,49,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,512.84,249.86,231.76,228.75,222.13,441.36,0
500012324,10000,1,4,1,40,-1,-1,-1,-1,-1,-1,0,0,253.77,253.19,0,0,500,500,1000,NULL,500,500,0
