,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,Y
ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
1004,7000,2,4,2,37,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,7000,1,4,2,32,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,14000,1,4,2,27,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,35000,2,4,2,47,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,2000,1,4,2,28,-1,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0
1009,14000,1,4,2,36,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,7000,1,4,2,39,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,3500,2,4,2,24,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,21000,1,4,2,46,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,7000,1,4,2,37,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,2000,2,4,2,21,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,2500,2,4,1,42,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,1400,2,4,2,30,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,5000,1,4,2,23,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,1500,2,4,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,4500,1,4,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020,8000,1,4,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,2000,1,4,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,14000,1,4,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023,6350,2,4,2,41,-1,-1,-1,-1,-1,-1,327.83,315.01,317.48,322.18,330.61,331.59,316,318,323,331,332,361,0
1024,2715,1,4,2,28,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,162.13,155.28,140.09,142.11,145.33,302.15,0
1025,3240,2,4,2,26,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,177.77,183.77,178.82,183.74,182.45,176.19,0
1026,28000,1,4,1,46,-1,-1,1,-1,1,-1,1955.38,0,329.51,197.68,368.57,224.2,0,460.12,0,1000,0,383.52,0
1027,5000,1,4,2,29,-1,1,-1,1,-1,-1,0,410.26,274.96,405.01,271.18,0,300,280,406,0,0,413,0
1028,5500,2,4,2,38,-1,-1,-1,1,-1,-1,0,0,0,382.57,268.62,270.44,248.65,255.1,646.78,0,270.44,0,0
1029,14000,2,4,2,45,-1,-1,-1,-1,-1,-1,308.7,316.34,327.57,332.79,352.54,373.92,320,330,332.79,500,874,405.1,0
1030,4900,1,4,1,44,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,191.59,4370,4878.64,274.73,280.8,274.5,0
1031,4000,1,4,2,39,-1,1,-1,1,-1,1,188.01,311.63,204.85,317.53,209.32,337.86,311.63,0,318,0,338,228.25,0
1032,7000,1,4,2,26,-1,-1,-1,-1,-1,-1,226.41,231.86,239.96,243.29,249.29,249.97,232,239.96,244,250,250,271,0
1033,5000,1,4,2,42,-1,-1,-1,-1,-1,-1,308.93,309.03,312.62,306.09,288.13,284.47,310,313,307,289,285,317,0
1034,5500,2,4,2,29,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,308.18,306.39,311.35,308.98,305.74,296.67,0
1035,7000,1,4,2,26,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,341,350,363,369,378,380,0
1036,7000,2,4,2,31,-1,-1,1,-1,-1,1,0,193.73,309.01,197.53,201.59,320.45,390,310,0,210,321,0,0
1037,10000,2,4,2,32,-1,-1,-1,-1,-1,-1,0,324.82,400.41,309.43,307.29,288.66,807.9,3000,500,500,500,500,0
1038,3300,2,4,2,36,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,205.32,204.99,203.85,191.51,192.85,198.58,0
1039,7000,1,4,1,51,-1,-1,-1,-1,-1,-1,327.05,335.82,348.64,353.87,363.59,355.56,340,350,355,370,360,330,0
1040,2850,2,4,2,47,-1,-1,-1,-1,-1,-1,0,170.52,0,0,0,0,332.2,0,161.98,149.15,152.6,152.68,0
1041,7000,1,4,2,29,-1,1,-1,2,1,-1,337.3,565.97,376.87,759.47,566.66,373.94,566,377,760,0,0,589.62,0
1042,5000,1,4,2,30,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,273.32,264.08,240.68,244.62,250.97,252.66,0
1043,7000,1,4,2,50,-1,-1,-1,-1,-1,-1,326.42,347.95,0,0,0,0,600,0,757.91,730.86,675.22,645.4,0
1044,8000,1,4,2,32,-1,2,1,-1,-1,-1,0,197.01,92.93,187.1,191.52,192.37,210,93,200,195,200,210,0
1045,9590,1,4,2,35,-1,-1,-1,-1,-1,-1,149.08,0,0,0,0,0,0,124.51,7993.47,488.15,488.95,477.04,0
1046,4400,1,4,2,29,-1,-1,-1,-1,-1,-1,224.12,240.46,225,224.25,230.18,235.78,250,466,250,231,250,250,0
1047,7000,1,4,2,37,-1,1,-1,1,-1,-1,193.77,321.81,210.15,326.51,212.95,0,325,211,327,0,0,336,0
1048,2500,2,4,2,26,-1,-1,-1,-1,-1,-1,147.45,126.84,82.44,83.32,0,0,126.84,82.44,83.32,0,84.74,85.13,0
1049,14000,2,4,2,38,-1,-1,1,-1,-1,-1,0,295.94,471.33,302.71,309.64,310.43,450,472,0,310,310.43,322.95,0
1050,7000,1,4,2,35,-1,-1,-1,-1,-1,-1,315.56,0,335.97,0,350.02,351.1,0,660,0,693,352,382,0
1051,4900,2,4,2,35,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,229.49,235.37,243.68,246.94,251.81,252.39,0
1052,7000,1,4,2,31,-1,-1,-1,-1,-1,-1,195.34,199.83,206.53,209.27,214.16,214.73,200,207,210,214.16,214.73,231.42,0
1053,10500,1,4,1,62,-1,-1,-1,-1,-1,-1,185.81,190.39,196.67,199.2,205.97,208.57,200,200,200,250,250,250,0
1054,7000,1,4,2,36,-1,-1,-1,-1,-1,-1,329.91,349.21,361.57,366.59,375.69,359.22,349.21,361.57,366.59,375.69,360,376.37,0
1055,3000,1,4,2,29,-1,-1,-1,-1,-1,-1,189.12,205.12,203.68,196.03,186.55,171.18,270,204,197,187,172,184,0
1056,8000,1,4,1,67,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,251.17,237.34,214.32,217.14,222.27,222.86,0
1057,4000,2,4,2,30,-1,-1,-1,-1,-1,-1,211.86,222.22,224.02,216.23,0,0,224,225,217,0,437.23,217,0
1058,4200,2,4,2,29,-1,1,-1,-1,-1,-1,0,309.55,214.53,218.06,0,213.26,510,250,220,0,323,333,0
1059,9000,2,4,3,54,-1,-1,-1,-1,-1,-1,355.78,357.66,350.39,365.1,383.36,392.4,600,550,550,550,550,550,0
1060,7000,1,4,2,27,-1,-1,-1,-1,-1,-1,277.77,284.83,295.51,299.8,307.53,308.47,285,300,300,308,310,335,0
1061,4000,1,4,2,49,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,196.42,201.3,208.2,196.52,170.48,171.54,0
1062,10000,1,4,2,55,-1,-1,-1,-1,-1,-1,313.53,321.6,333.61,338.47,347.34,348.35,322,334,339,348,348.35,379,0
1063,10000,1,4,1,77,-1,-1,-1,-1,1,-1,229.72,235.49,244.08,247.57,373.87,248.29,236,245,248,374,0,269.01,0
1064,5000,2,4,2,21,-1,-1,1,-1,-1,-1,0,278.48,442.34,285.69,275.79,0,500,443,0,500,500,417,0
1065,10000,1,4,2,37,-1,-1,-1,-1,-1,-1,217.23,222.33,0,227.57,232.97,233.61,223,0,351,233,234,252,0
1066,7000,2,4,3,73,-1,-1,-1,-1,-1,-1,183.36,187.5,193.64,196.17,200.69,201.24,188,194,197,201,202,217,0
1067,7000,1,4,2,54,-1,-1,-1,-1,-1,-1,384.36,366.38,347.16,351.94,349.6,350.62,367,348,352,350,351,380,0
1068,12000,1,4,1,37,1,-1,-1,-1,-1,-1,334.07,216.97,0,239.1,0,0,0,250,490,0,250,250,0
1069,10000,1,4,2,53,-1,-1,-1,-1,-1,-1,307.97,335.02,351.75,356.57,354.32,355.34,500,450,357,355,356,385,0
1070,7000,1,4,2,55,-1,1,-1,-1,-1,-1,360.22,585.29,392.23,409.52,409.44,402.14,600,400,420,410,420,440,0
1071,5000,2,4,2,50,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,207.81,208.18,174.49,126.74,117.76,118.29,0
1072,5000,1,4,2,33,-1,1,-1,-1,1,-1,262.5,396.83,263.76,261.84,396.6,262.59,397,0,300,397,0,421,0
1073,17000,1,4,1,68,-1,-1,-1,-1,-1,-1,314.48,322.5,334.32,339.11,347.78,348.76,325,335,340,348,349,378.14,0
1074,20000,1,4,2,44,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,337.52,845.69,394.99,389.38,399.17,400.28,0
1075,7000,1,4,2,28,-1,-1,-1,-1,-1,-1,295.09,302.78,314.09,318.74,327.19,328.19,305,315,320,330,330,357,0
1076,7000,2,4,2,28,-1,-1,-1,-1,-1,-1,0,322.72,204.2,206.85,211.71,212.27,533,205,207,212,212.27,345.51,0
1077,14000,1,4,2,52,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,280.52,287.43,297.74,301.92,309.5,310.37,0
1078,14000,2,4,2,38,-1,-1,-1,-1,-1,-1,300.43,312.48,327.69,335.7,347.06,350.54,400,400,400,400,400,400,0
1079,10000,1,4,2,38,-1,1,-1,1,-1,1,306.25,472.09,317.6,479.82,322.2,495.6,473,0,480,0,500,0,0
1080,14000,2,4,1,37,-1,-1,-1,-1,-1,-1,254.82,260.94,276.92,291.07,308.2,309.07,261,400,500,500,309.07,335,0
1081,17500,1,4,2,32,-1,-1,-1,-1,-1,-1,241.79,247.44,255.84,259.28,265.47,266.21,248,256,260,266,267,288,0
1082,10000,2,4,2,52,-1,-1,-1,-1,-1,-1,0,219.48,226.92,0,235.43,0,435,227,0,466,0,492,0
1083,14000,1,4,2,58,-1,-1,-1,-1,-1,-1,293.1,311.52,323.3,327.58,335.3,336.23,320,350,328,336,337,367,0
1084,7000,1,4,2,32,-1,-1,2,1,-1,-1,0,337.07,680.26,511.17,345.97,0,667,681,0,0,0,528.16,0
1085,7000,1,4,2,26,-1,-1,-1,-1,-1,-1,291.35,309.48,320.11,324.47,332.35,333.31,310,321,325,335,334,360,0
1086,7000,1,4,2,42,-1,-1,-1,-1,-1,2,258.77,265.25,275.58,284.05,296.05,112.08,266,276,370,400,200,500,0
1087,14000,1,4,2,43,-1,-1,-1,-1,-1,-1,261.11,267.46,241.91,283.31,258.35,304.59,268,242,2084,259,2705,1337,0
1088,6000,1,4,2,38,-1,-1,-1,-1,-1,-1,349.9,378.95,361.8,347.21,348.03,332.55,379,362,350,349,332.55,329.98,0
1089,3500,2,4,2,37,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,185,200,200,200,201,200,0
1090,3400,2,4,2,29,-1,-1,-1,-1,-1,-1,0,221.06,0,0,219.95,0,400,0,300,500,0,470,0
1091,7000,1,4,2,30,-1,1,-1,-1,-1,-1,0,417.45,279.31,283.3,290.51,291.36,280,280,284,290.51,292,315.82,0
1092,10000,1,4,2,35,-1,-1,-1,-1,-1,-1,213.89,219.15,226.74,230.01,235.69,236.49,225,230,235,240,240,270,0
1093,3000,1,4,2,40,-1,-1,-1,-1,-1,-1,178.2,177.11,0,0,0,172.91,200,200,200,200,400,0,0
1094,14000,2,4,2,36,-1,-1,-1,-1,-1,-1,217.4,272.45,326.84,353.08,402.21,404.87,1200,1200,763,1200,1200,1200,0
1095,4000,2,4,1,39,-1,-1,-1,-1,-1,-1,245.97,232.32,241.05,245.37,234.04,226.66,250,250,250,250,227,240,0
1096,23000,2,4,2,40,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,315.08,322.8,334.31,338.98,347.45,348.42,0
1097,7000,2,4,3,57,-1,-1,-1,-1,-1,-1,302.44,320.89,321.19,325.91,337.2,345.83,320.89,325,326,400,500,400,0
1098,7000,1,4,1,56,-1,-1,-1,2,1,-1,319.41,472.13,318.78,629.34,472.74,316.21,0,500,630,0,0,344,0
1099,2720,1,4,2,30,-1,-1,-1,-1,-1,-1,132.15,43.04,0,0,38.41,38.49,43.04,1000,94.06,77.36,40,16,0
1100,14000,1,4,2,27,-1,-1,-1,-1,-1,-1,287.75,294.88,305.54,309.86,317.8,318.7,295,306,310,320,319,350,0
1101,6000,2,4,2,41,-1,-1,-1,-1,1,-1,320.91,330.23,0,324,484.45,324.97,350,0,505,485,0,346.62,0
1102,4000,1,4,2,31,-1,-1,-1,-1,-1,-1,202.7,234.24,247.76,222.43,0,245.3,0,3400,250,0,2220,250,0
1103,7000,2,4,2,27,-1,-1,-1,-1,-1,-1,249.27,248.17,241.21,237.94,248.55,256.42,300,300,238,400,400,400,0
1104,14000,1,4,2,51,-1,-1,-1,-1,-1,-1,236.31,261.13,270.49,276.93,317.41,350.37,640,275,276.93,1000,1000,1000,0
1105,14000,1,4,2,47,-1,-1,-1,-1,-1,-1,296.2,303.62,314.65,319.17,327.27,328.22,304,315,319.17,328,328.5,355.75,0
1106,7000,1,4,2,22,-1,-1,-1,-1,-1,-1,288.68,296.06,307.09,311.57,319.64,320.6,297,308,312,320,321,348,0
1107,14000,2,4,2,28,-1,-1,-1,-1,-1,-1,234.68,241.63,249.89,254.92,278.74,312.58,270,250,255,580,1050,341,0
1108,5000,1,4,2,36,-1,-1,-1,-1,-1,-1,0,288.41,284.13,273.05,280.97,282.64,283.55,585,275,300,300,320,0
1109,7000,1,4,1,75,-1,-1,1,-1,-1,-1,281.34,288.69,441.79,296.42,304.26,305.19,289,445,0,305,306,335,0
1110,10000,1,4,2,48,-1,-1,-1,-1,-1,-1,327.61,336.46,0,372.09,0,393.39,337,500,553,430,583,428,0
1111,10000,1,4,2,36,-1,-1,-1,-1,-1,-1,262.65,269.17,278.87,283.14,290.72,291.94,270,280,290,300,300,317,0
1112,10000,1,4,2,45,-1,-1,-1,-1,-1,-1,227.48,232.88,240.9,244.2,250.15,250.84,233,241,245,251,251,271,0
1113,4900,1,4,2,31,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,253.29,268.56,267.63,251.27,262.57,263.24,0
1114,7000,1,4,2,26,1,-1,1,-1,2,1,76.69,213.05,341.34,222.37,503.41,376.53,250,400,0,504,400,0,0
1115,7000,1,4,1,63,-1,-1,-1,-1,-1,-1,271.84,278.7,288.9,293.09,300.6,301.48,279,289,294,301,302,328,0
1116,4000,1,4,2,34,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,220,211,230,210,180,155.97,0
1117,8000,2,4,2,33,1,-1,-1,-1,-1,1,327.01,225.43,233.19,0,0,352.85,0,233.19,0,236.92,465,0,0
1118,5000,2,4,2,27,-1,-1,-1,-1,-1,-1,291.91,310.01,0,0,0,0,315,315,314,310,310,290,0
1119,5000,1,4,2,49,-1,-1,-1,-1,-1,-1,207,211.9,219.23,222.33,227.7,228.41,212,220,225,227.7,230,247,0
1120,21000,1,4,1,56,-1,-1,-1,-1,-1,-1,335.88,376.41,420.27,426.98,465.73,492.25,1000,1000,430,1000,1000,1000,0
1121,8000,2,4,2,29,-1,-1,-1,-1,1,-1,339.22,518.75,352.09,357.33,532.34,358.42,0,519,358,533,0,390,0
1122,10000,1,4,1,78,-1,-1,-1,-1,-1,-1,232.28,237.77,245.93,249.28,255.33,256,238,246,250,256,256,277,0
1123,5300,1,4,2,25,-1,-1,-1,-1,-1,-1,193.05,197.53,204.2,206.9,211.8,212.39,198,205,207,212,213,228.97,0
1124,8000,2,4,2,43,-1,-1,-1,-1,1,-1,187.94,193.83,209.46,212.3,328.82,212.92,194,420,215,330,0,347,0
1125,5000,1,4,2,29,-1,-1,-1,-1,-1,-1,272.5,268.03,277.93,276.92,276.28,277.11,269,280,277,277,278,301,0
1126,6800,2,4,2,29,-1,-1,-1,-1,-1,-1,226.85,235.94,247.07,252.69,260.78,261.6,300,300,300,300,262,300,0
1127,5200,2,4,2,32,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,253.32,259.94,269.28,278.02,259.93,261.7,0
1128,10000,2,4,2,35,-1,-1,-1,-1,-1,-1,318.68,306.16,317.47,322.43,330.95,332.29,310,318,330,335,340,370,0
1129,10500,2,4,2,28,-1,-1,-1,-1,-1,-1,331.68,340.35,353.19,358.45,367.88,368.98,341,354,360,368,369,475,0
1130,7000,2,4,2,72,-1,-1,-1,-1,-1,-1,316.15,324.39,336.64,341.63,350.65,351.69,325,337,342,351,352,382.3,0
1131,7000,1,4,2,51,-1,-1,-1,-1,-1,-1,240.19,246.24,255.13,258.69,265.16,0,250,258,258.69,266,0,560,0
1132,10500,1,4,2,31,-1,-1,-1,-1,-1,-1,240.45,246.23,254.83,258.31,264.63,265.36,246.23,254.83,258.31,264.63,265.36,286.84,0
1133,4000,2,4,2,25,-1,-1,-1,-1,-1,-1,153.64,158.86,163.97,166.75,171.93,174.04,200,164,170,200,200,200,0
1134,3000,1,4,2,36,-1,-1,-1,-1,-1,-1,69.19,75.41,133.9,81.53,83.39,86.62,200,140,100,95,150,100,0
1135,4300,2,4,2,29,-1,-1,-1,-1,-1,-1,215.63,190.52,0,235.12,237.17,222.73,191,0,1736,238,223,238.84,0
1136,15000,1,4,2,26,-1,-1,-1,-1,-1,-1,330.13,338.57,351.14,358.39,367.74,370.25,339,352,400,368,400,403,0
1137,10000,1,4,2,22,-1,-1,-1,-1,-1,-1,321.27,332.29,347.49,354.92,366,379.55,390,400,400,400,1000,400,0
1138,5000,1,4,2,26,-1,-1,-1,-1,-1,-1,307.53,302.85,309.18,306.1,297.1,277.33,305,310,307,300,280,260,0
1139,3000,1,4,1,69,-1,-1,-1,-1,-1,-1,203.76,201.05,194.7,192.89,204.33,198.51,201.05,194.7,192.9,204.33,198.51,206.18,0
1140,14000,1,4,2,31,-1,-1,-1,-1,-1,-1,305.01,312.73,324.19,328.86,337.33,338.34,313,325,330,338,340,367,0
1141,6680,2,4,2,26,-1,-1,-1,-1,-1,-1,0,255.83,0,0,0,0,495.08,0,263.56,267.48,273.81,275.49,0
1142,10000,1,4,2,39,-1,1,-1,-1,2,1,0,493.85,333.26,0,670.01,506.04,326.14,335,0,834.08,0,0,0
1143,7000,2,4,2,74,-1,-1,-1,-1,-1,-1,265.95,264.93,261.16,243.3,202.93,208.75,500,600,600,500,500,500,0
1144,5000,1,4,2,65,-1,-1,-1,-1,-1,-1,290.82,305.71,293.88,303.17,0,265.19,306,295,305,0,406,263,0
1145,4000,2,4,2,59,-1,-1,-1,-1,-1,-1,237.92,244.77,253.42,233.37,182.75,188.76,270,260,260,300,300,260,0
1146,10000,2,4,2,28,-1,1,-1,-1,1,-1,265.27,431.64,288.29,292.39,442.27,293.24,432,290,293,443,0,0,0
1147,14000,1,4,2,44,-1,-1,-1,-1,-1,-1,316.01,324.07,336.05,340.9,349.7,350.72,325,337,341,350,351,381,0
1148,7000,2,4,2,53,-1,-1,-1,-1,-1,-1,315.11,323.59,336.09,341.43,350.9,352.26,330,340,350,360,360,382.9,0
1149,7000,2,4,2,41,-1,-1,-1,-1,-1,-1,241.22,247.17,255.95,259.54,266,266.9,248,256,260,266,270,289,0
1150,35000,2,4,2,49,-1,-1,-1,-1,-1,-1,0,0,0,0,0,220.91,249.86,231.76,228.75,222.13,441.36,234.5,0
1151,10000,1,4,1,40,-1,-1,-1,-1,-1,-1,0,253.77,253.19,0,0,0,500,1000,0,500,500,500,0
1152,7000,1,4,2,21,-1,-1,-1,-1,-1,1,190.96,195.31,201.77,204.37,209.13,330.39,195.31,201.77,204.37,209.13,330.39,0,0
1153,14000,1,4,1,63,-1,-1,-1,-1,-1,-1,315.16,323.15,335.04,339.87,348.61,349.62,323.15,335.04,339.9,348.61,349.62,379.33,0
1154,7000,1,4,2,30,-1,-1,-1,-1,-1,-1,340.98,349.97,363.37,368.83,378.68,308.87,350,364,369,379,309,210,0
1155,5800,1,4,2,31,-1,-1,-1,-1,-1,-1,321.12,329.54,348.46,329.15,337.74,308.72,330,349,330,338,309,330,0
1156,7000,1,4,2,25,-1,2,1,-1,-1,1,0,463.11,344.92,224.54,0,352.81,590,0,0,0,475,0,0
1157,10000,1,4,2,55,-1,-1,-1,-1,-1,-1,265.8,272.04,281.31,285.12,291.95,292.75,272.04,281.31,286,292,293,316,0
1158,8000,2,4,2,57,-1,-1,-1,-1,-1,-1,206.72,211.55,218.7,221.62,226.88,227.51,212,218.7,222,227,228,246,0
1159,15000,1,4,3,70,-1,-1,-1,-1,-1,-1,342.18,351.02,364.16,369.47,379.15,380.26,352,365,369.47,380,380.26,414,0
1160,10000,1,4,2,40,-1,-1,-1,-1,1,-1,0,315.99,0,324.16,487.04,325.24,472,0,487,490,0,0,0
1161,10500,1,4,2,23,-1,-1,1,-1,2,1,356.48,263.8,107.63,53.81,66.65,112.8,1000,107.63,0,66.65,100,0,0
1162,3500,1,4,2,35,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,181.78,186.22,192.5,197.72,182.29,183.44,0
1163,7000,1,4,2,43,-1,-1,-1,-1,-1,-1,191.47,195.84,202.35,205.04,209.82,210.41,196,203,206,210,211,0,0
1164,7000,2,4,2,31,-1,-1,-1,-1,-1,-1,203.08,214.51,198.19,172.79,0,184.27,500,500,400,1500,1760,500,0
1165,14000,1,4,2,43,-1,-1,-1,-1,-1,-1,318.41,326.51,338.54,343.46,352.3,353.33,326.51,338.54,344,352.3,353.5,383.42,0
1166,10000,2,4,2,37,-1,-1,-1,-1,-1,1,273.12,269.14,0,275.84,283.57,439.55,280,0,419,300,440,0,0
1167,14500,2,4,2,23,-1,-1,-1,-1,-1,-1,0,0,0,347.46,358.56,359.61,1080.26,707.76,739.84,400,360,400,0
1168,4000,2,4,3,59,-1,-1,-1,-1,-1,-1,238.08,237.79,241.53,245.22,233.49,0,400,400,400,300,0,700,0
1169,5250,1,4,2,26,-1,-1,-1,-1,-1,-1,306.6,274.41,284.5,288.6,296.01,293.69,275,285,289,296.01,293.69,302,0
1170,5500,1,4,2,46,-1,-1,-1,-1,-1,1,346.69,345.45,350.94,338.71,0,452.3,400,350.94,338.71,0,630,0,0
1171,6500,1,4,1,66,-1,-1,-1,-1,-1,-1,179.11,183.14,189.13,191.56,195.94,196.47,184,190,192,196,197,212,0
1172,7000,2,4,2,26,-1,-1,-1,-1,-1,-1,200.69,204.99,211.43,214.07,218.85,219.66,205,212,215,220,225,240,0
1173,10500,1,4,2,47,-1,2,1,-1,-1,-1,282.17,582.77,437.49,289.24,296.51,297.35,582.77,0,0,296.51,297.35,323,0
1174,7000,2,4,2,26,-1,-1,-1,-1,-1,-1,344.82,361.08,373.31,368.33,374.62,367.33,500,500,400,500,500,500,0
1175,10000,2,4,2,32,-1,-1,-1,-1,-1,-1,194.77,199.19,0,0,208.54,209.1,0,200,206,325,210,226.57,0
1176,7000,1,4,2,45,-1,-1,-1,1,-1,1,245.84,0,254.59,389.35,258.17,401.9,0,384,390,0,410,0,0
1177,5000,2,4,2,37,-1,-1,1,-1,-1,-1,0,290.8,488.03,309.11,299.66,0,450,490,0,300,0,560,0
1178,7000,2,4,2,60,-1,-1,-1,-1,-1,-1,280.52,287.65,298.28,302.6,311.08,0,288,299,303,312,328,328,0
1179,10500,1,4,2,26,-1,-1,1,-1,-1,-1,291.16,298.48,461.13,306.11,313.9,0,298.48,462,0,313.9,0,483.7,0
1180,7000,1,4,2,29,-1,1,-1,-1,-1,-1,285.63,441.03,296.3,0,300.6,0,445,0,0,449,0,463,0
1181,8000,2,4,2,37,-1,-1,-1,-1,-1,-1,250,238.32,212.15,210.4,215.35,215.91,300,300,300,216,216,300,0
1182,7000,2,4,2,36,-1,-1,-1,-1,-1,-1,0,199.59,206.28,209.04,213.97,214.58,309,207,210,215,215,232,0
1183,10500,2,4,2,33,-1,-1,-1,-1,-1,-1,241.42,247.25,258.09,263.52,271.47,272.3,248,300,300,300,273,300,0
1184,7500,2,4,2,28,-1,-1,-1,-1,-1,-1,228.33,233.8,242.03,245.38,251.41,252.13,234,243,246,252,252.2,273,0
1185,10000,2,4,2,59,-1,-1,-1,-1,-1,-1,301.49,309.17,320.6,325.22,333.64,334.6,309.17,320.6,325.22,333.64,334.6,0,0
1186,14000,1,4,2,23,-1,-1,-1,-1,-1,-1,326.94,337.64,351.58,358.75,368.14,369.23,380,380,400,370,370,401.53,0
1187,12000,1,4,2,60,-1,-1,-1,-1,-1,-1,307.78,315.62,327.29,332.07,340.63,344.4,316,328,333,340.7,400,374,0
1188,10000,1,4,2,69,1,-1,-1,1,-1,-1,445.14,297.15,308.1,466.54,312.57,313.46,0,310,467,0,314,0,0
1189,7000,1,4,2,52,-1,-1,-1,-1,-1,-1,61.48,60.89,61.3,60.71,61.12,53.53,61,62,61,62,54,70,0
1190,10000,1,4,2,27,-1,-1,-1,-1,-1,-1,253.14,252.49,261.4,265.34,271.9,272.66,390,262,272,272,273,295,0
1191,7000,1,4,1,37,-1,-1,-1,-1,-1,-1,223.41,228.75,236.73,239.97,246.02,246.7,228.75,236.73,239.97,250,246.7,267,0
1192,7000,1,4,3,58,-1,-1,-1,-1,-1,-1,312.21,319.96,331.49,336.18,343.69,339.42,320,331.49,336.18,344,339.42,358.82,0
1193,3000,2,4,2,42,-1,2,1,-1,1,-1,172.04,422.34,293.39,174.54,246.17,154.72,425,0,0,247,0,0,0
1194,3600,2,4,2,35,-1,-1,-1,-1,-1,-1,167.72,168.46,162.36,162.87,163.51,163.86,168.46,162.36,162.87,163.51,163.86,170.97,0
1195,8000,2,4,2,29,-1,1,-1,-1,-1,-1,219.84,362.18,238.89,242.18,248.27,251.25,363,239,243,249,300,272,0
1196,7000,2,4,2,53,-1,-1,-1,-1,-1,-1,297.91,325.96,335.59,338.62,345.19,344.53,325.96,335.59,340,346,344.53,359.12,0
1197,3000,1,4,2,30,-1,-1,2,1,-1,1,178.91,0,442.64,306.76,184.97,328.28,0,591,0,0,329,0,0
1198,3900,1,4,1,38,-1,-1,-1,-1,-1,-1,191.1,0,191.84,0,181.07,188.23,0,300,0,273,188.23,200,0
1199,6000,2,4,2,37,-1,-1,-1,-1,-1,-1,286.87,286.34,273.24,257.31,261.37,260.84,287,274,258,262,261,282,0
1200,10000,1,4,2,51,-1,-1,-1,-1,-1,-1,267.18,272.67,281.41,284.13,290.08,289.52,273,282,285,291,290,313,0
1201,5000,1,4,2,43,-1,-1,-1,-1,-1,-1,215.22,219.51,208.23,184.81,188.33,187.99,220,209,184.9,189,188,201.63,0
1202,5000,2,4,2,30,-1,-1,-1,-1,-1,-1,270.01,246.17,214.95,0,216.96,216.54,247,215,0,334,217,234,0
1203,7000,1,4,2,23,-1,-1,-1,-1,-1,-1,285.24,296.85,308.72,307.88,310.64,309.98,500,400,308,311,310,335.5,0
